age,gender,race,importance_same_religion,field,reading,gaming,dining,music,movies,tv,clubbing,hiking,exercise,sports,tvsports,reading_normalized,gaming_normalized,dining_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,age-range,FoodChoice,Smoking,Drinking,locations
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,No,No,Westhill
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,No,No,Garden Ridge
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,No,No,Lakewood
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,Sometimes,Yes,City View
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,No,Occasionally,Arcola Sub
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Non-Vegetarian,Yes,No,Albert Park
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Non-Vegetarian,Sometimes,Yes,Highland Park
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,Yes,No,Wascana Crescents
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,Sometimes,Yes,Dewdney Place
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,No,No,City View
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,No,Occasionally,Parkridge
23.0,female,european/caucasian-american,1.0,law,9.0,5.0,10.0,10.0,10.0,10.0,1.0,8.0,9.0,8.0,5.0,0.9,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.9,1.0,1.0,"(21, 25)",Vegetarian,Yes,No,Westhill
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Non-Vegetarian,No,Yes,Lakewood
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Non-Vegetarian,Sometimes,Yes,Grand Trunk Annex
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Non-Vegetarian,Yes,Yes,Arcola Sub
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Non-Vegetarian,Yes,Yes,Regent Park
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Vegetarian,No,Occasionally,City View
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Non-Vegetarian,No,Occasionally,Westhill
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Vegetarian,Sometimes,Occasionally,Uplands
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Non-Vegetarian,Yes,No,Lakewood
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Vegetarian,Yes,Yes,Garden Ridge
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Vegetarian,Sometimes,Occasionally,Albert Park
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Non-Vegetarian,Sometimes,Occasionally,City View
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Vegetarian,Sometimes,Occasionally,Sherwood Estates
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Vegetarian,Yes,No,Arcola Sub
23.0,female,european/caucasian-american,6.0,social work,9.0,5.0,8.0,10.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,0.9,1.0,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.75,0.6,"(21, 25)",Non-Vegetarian,Sometimes,No,Garden Ridge
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Non-Vegetarian,Yes,Occasionally,Uplands
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Vegetarian,No,Yes,Dewdney Place
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Vegetarian,Yes,Yes,Belvedere
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Vegetarian,No,Occasionally,Arcola Sub
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Vegetarian,Yes,No,Balbrigan Place
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Vegetarian,Sometimes,Yes,Grand Trunk Annex
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Non-Vegetarian,Yes,Occasionally,Albert Park
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Non-Vegetarian,Sometimes,No,Garden Ridge
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Vegetarian,No,No,CPR Annex
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Non-Vegetarian,No,No,Balbrigan Place
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Non-Vegetarian,No,Occasionally,Albert Park
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Non-Vegetarian,No,Occasionally,Wascana Crescents
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Non-Vegetarian,No,Occasionally,Highland Park
23.0,female,european/caucasian-american,5.0,social work,6.0,4.0,9.0,9.0,9.0,5.0,7.0,8.0,8.0,3.0,1.0,0.75,0.8,0.9,0.9,0.9,1.0,0.875,1.0,1.0,0.6,1.0,"(21, 25)",Vegetarian,Sometimes,Occasionally,CPR Annex
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Vegetarian,No,Occasionally,Wascana Crescents
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,Albert Park
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Vegetarian,Yes,Occasionally,Grand Trunk Annex
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Vegetarian,No,Occasionally,Sherwood Estates
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,No,Occasionally,Arcola Sub
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Vegetarian,Yes,Occasionally,Riverside
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,No,No,Garden Ridge
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,No,Regent Park
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,No,Yes,Grand Trunk Annex
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Vegetarian,No,Occasionally,Belvedere
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,No,Creekside
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Vegetarian,Yes,No,Arcola Sub
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Vegetarian,Sometimes,No,Arcola Sub
29.0,female,european/caucasian-american,5.0,bilingual education,9.0,1.0,9.0,9.0,9.0,6.0,7.0,6.0,8.0,8.0,4.0,0.9,0.2,0.9,0.9,0.9,0.75,0.875,0.75,1.0,1.0,1.0,"(26, 30)",Non-Vegetarian,Yes,Occasionally,Highland Park
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Vegetarian,Sometimes,No,Sherwood Estates
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Vegetarian,No,Yes,Regent Park
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Non-Vegetarian,Yes,Occasionally,Dewdney Place
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Non-Vegetarian,No,Yes,Highland Park
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Vegetarian,Sometimes,Occasionally,Sherwood Estates
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Vegetarian,Yes,Occasionally,Parkridge
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Non-Vegetarian,Yes,No,Wascana Crescents
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Vegetarian,Sometimes,No,Grand Trunk Annex
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Non-Vegetarian,Yes,Occasionally,Creekside
21.0,male,european/caucasian-american,2.0,law,3.0,3.0,10.0,10.0,10.0,5.0,1.0,7.0,10.0,10.0,10.0,0.6,0.6,1.0,1.0,1.0,1.0,0.2,0.875,1.0,1.0,0.4,"(21, 25)",Non-Vegetarian,Sometimes,No,Albert Park
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Vegetarian,Yes,Yes,Grand Trunk Annex
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Vegetarian,Yes,Yes,Harbour Landing
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Non-Vegetarian,Yes,Occasionally,Wascana Crescents
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Vegetarian,No,Occasionally,Belvedere
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Vegetarian,No,No,Grand Trunk Annex
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Vegetarian,Yes,Yes,Garden Ridge
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Non-Vegetarian,Sometimes,No,Uplands
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Non-Vegetarian,Sometimes,Yes,Regent Park
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Non-Vegetarian,Sometimes,Yes,City View
24.0,male,european/caucasian-american,2.0,law,9.0,14.0,7.0,10.0,10.0,8.0,9.0,7.0,6.0,6.0,1.0,0.9,1.4,0.875,1.0,1.0,1.0,0.9,0.875,0.75,0.75,0.4,"(21, 25)",Non-Vegetarian,Sometimes,No,Sherwood Estates
25.0,male,european/caucasian-american,1.0,law,6.0,1.0,5.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,1.0,0.75,0.2,1.0,1.0,1.0,0.2,1.0,0.875,0.875,0.875,1.0,"(21, 25)",Non-Vegetarian,No,Yes,Highland Park
25.0,male,european/caucasian-american,1.0,law,6.0,1.0,5.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,1.0,0.75,0.2,1.0,1.0,1.0,0.2,1.0,0.875,0.875,0.875,1.0,"(21, 25)",Non-Vegetarian,Sometimes,No,Regent Park
25.0,male,european/caucasian-american,1.0,law,6.0,1.0,5.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,1.0,0.75,0.2,1.0,1.0,1.0,0.2,1.0,0.875,0.875,0.875,1.0,"(21, 25)",Non-Vegetarian,Yes,Yes,Grand Trunk Annex
25.0,male,european/caucasian-american,1.0,law,6.0,1.0,5.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,1.0,0.75,0.2,1.0,1.0,1.0,0.2,1.0,0.875,0.875,0.875,1.0,"(21, 25)",Non-Vegetarian,Sometimes,No,Riverside
25.0,male,european/caucasian-american,1.0,law,6.0,1.0,5.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,1.0,0.75,0.2,1.0,1.0,1.0,0.2,1.0,0.875,0.875,0.875,1.0,"(21, 25)",Vegetarian,Sometimes,Occasionally,Balbrigan Place
25.0,male,european/caucasian-american,1.0,law,6.0,1.0,5.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,1.0,0.75,0.2,1.0,1.0,1.0,0.2,1.0,0.875,0.875,0.875,1.0,"(21, 25)",Vegetarian,No,Yes,Sherwood Estates
25.0,male,european/caucasian-american,1.0,law,6.0,1.0,5.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,1.0,0.75,0.2,1.0,1.0,1.0,0.2,1.0,0.875,0.875,0.875,1.0,"(21, 25)",Non-Vegetarian,Sometimes,Occasionally,Harbour Landing
25.0,male,european/caucasian-american,1.0,law,6.0,1.0,5.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,1.0,0.75,0.2,1.0,1.0,1.0,0.2,1.0,0.875,0.875,0.875,1.0,"(21, 25)",Vegetarian,Sometimes,No,Albert Park
25.0,male,european/caucasian-american,1.0,law,6.0,1.0,5.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,1.0,0.75,0.2,1.0,1.0,1.0,0.2,1.0,0.875,0.875,0.875,1.0,"(21, 25)",Vegetarian,Yes,Occasionally,Dewdney Place
27.0,male,latino/hispanic american,3.0,international affairs - economic policy,6.0,3.0,8.0,8.0,7.0,1.0,7.0,5.0,7.0,9.0,5.0,0.75,0.6,1.0,1.0,0.875,0.2,0.875,1.0,0.875,0.9,0.6,"(26, 30)",Non-Vegetarian,No,Yes,Sherwood Estates
27.0,male,latino/hispanic american,3.0,international affairs - economic policy,6.0,3.0,8.0,8.0,7.0,1.0,7.0,5.0,7.0,9.0,5.0,0.75,0.6,1.0,1.0,0.875,0.2,0.875,1.0,0.875,0.9,0.6,"(26, 30)",Vegetarian,Yes,Occasionally,Albert Park
27.0,male,latino/hispanic american,3.0,international affairs - economic policy,6.0,3.0,8.0,8.0,7.0,1.0,7.0,5.0,7.0,9.0,5.0,0.75,0.6,1.0,1.0,0.875,0.2,0.875,1.0,0.875,0.9,0.6,"(26, 30)",Non-Vegetarian,No,Occasionally,Westhill
27.0,male,latino/hispanic american,3.0,international affairs - economic policy,6.0,3.0,8.0,8.0,7.0,1.0,7.0,5.0,7.0,9.0,5.0,0.75,0.6,1.0,1.0,0.875,0.2,0.875,1.0,0.875,0.9,0.6,"(26, 30)",Non-Vegetarian,Sometimes,Occasionally,Garden Ridge
27.0,male,latino/hispanic american,3.0,international affairs - economic policy,6.0,3.0,8.0,8.0,7.0,1.0,7.0,5.0,7.0,9.0,5.0,0.75,0.6,1.0,1.0,0.875,0.2,0.875,1.0,0.875,0.9,0.6,"(26, 30)",Vegetarian,Sometimes,Yes,Uplands
27.0,male,latino/hispanic american,3.0,international affairs - economic policy,6.0,3.0,8.0,8.0,7.0,1.0,7.0,5.0,7.0,9.0,5.0,0.75,0.6,1.0,1.0,0.875,0.2,0.875,1.0,0.875,0.9,0.6,"(26, 30)",Non-Vegetarian,Yes,Occasionally,Arcola Sub
27.0,male,latino/hispanic american,3.0,international affairs - economic policy,6.0,3.0,8.0,8.0,7.0,1.0,7.0,5.0,7.0,9.0,5.0,0.75,0.6,1.0,1.0,0.875,0.2,0.875,1.0,0.875,0.9,0.6,"(26, 30)",Vegetarian,No,No,Sherwood Estates
27.0,male,latino/hispanic american,3.0,international affairs - economic policy,6.0,3.0,8.0,8.0,7.0,1.0,7.0,5.0,7.0,9.0,5.0,0.75,0.6,1.0,1.0,0.875,0.2,0.875,1.0,0.875,0.9,0.6,"(26, 30)",Non-Vegetarian,Sometimes,Yes,Sherwood Estates
27.0,male,latino/hispanic american,3.0,international affairs - economic policy,6.0,3.0,8.0,8.0,7.0,1.0,7.0,5.0,7.0,9.0,5.0,0.75,0.6,1.0,1.0,0.875,0.2,0.875,1.0,0.875,0.9,0.6,"(26, 30)",Vegetarian,No,Occasionally,Highland Park
26.0,male,european/caucasian-american,1.0,mba,2.0,2.0,2.0,5.0,10.0,7.0,5.0,6.0,9.0,8.0,8.0,0.4,0.4,0.4,1.0,1.0,0.875,1.0,0.75,0.9,1.0,1.0,"(26, 30)",Vegetarian,No,Occasionally,Uplands
26.0,male,european/caucasian-american,1.0,mba,2.0,2.0,2.0,5.0,10.0,7.0,5.0,6.0,9.0,8.0,8.0,0.4,0.4,0.4,1.0,1.0,0.875,1.0,0.75,0.9,1.0,1.0,"(26, 30)",Vegetarian,Yes,No,Arcola Sub
26.0,male,european/caucasian-american,1.0,mba,2.0,2.0,2.0,5.0,10.0,7.0,5.0,6.0,9.0,8.0,8.0,0.4,0.4,0.4,1.0,1.0,0.875,1.0,0.75,0.9,1.0,1.0,"(26, 30)",Non-Vegetarian,Yes,Yes,Lakewood
26.0,male,european/caucasian-american,1.0,mba,2.0,2.0,2.0,5.0,10.0,7.0,5.0,6.0,9.0,8.0,8.0,0.4,0.4,0.4,1.0,1.0,0.875,1.0,0.75,0.9,1.0,1.0,"(26, 30)",Non-Vegetarian,Sometimes,Yes,City View
26.0,male,european/caucasian-american,1.0,mba,2.0,2.0,2.0,5.0,10.0,7.0,5.0,6.0,9.0,8.0,8.0,0.4,0.4,0.4,1.0,1.0,0.875,1.0,0.75,0.9,1.0,1.0,"(26, 30)",Non-Vegetarian,Yes,Yes,Parkridge
